SKU	INVENTORY	MARKETPLACE_ID	MIN_PRICE	MAX_PRICE	CURRENT_SHIPPING
094898	12	9261	68.12	149.95	0
RIVER ROAD 09/J/2730-BLK	12	9261	68.1185	149.95	0
094899	8	9261	68.12	149.95	0
RIVER ROAD 09/J/2730-BLK	8	9261	68.1185	149.95	0
094900	2	9261	68.12	149.95	0
RIVER ROAD 09/J/2730-BLK	2	9261	68.1185	149.95	0
094901	4	9261	68.12	149.95	0
RIVER ROAD 09/J/2730-DKBRN	4	9261	68.1185	149.95	0
094902	8	9261	68.12	149.95	0
RIVER ROAD 09/J/2730-DKBRN	8	9261	68.1185	149.95	0
094903	6	9261	68.12	149.95	0
RIVER ROAD 09/J/2730-DKBRN	6	9261	68.1185	149.95	0
094904	0	9261	121.05	149.95	0
RIVER ROAD 09/J/2730-DKBRN	0	9261	121.0530	149.95	0
094905	2	9261	77.08	149.95	0
RIVER ROAD 09/J/2730-DKBRN	2	9261	77.0770	149.95	0
093667	6	9261	106.91	129.95	0
RIVER ROAD 12/J/3460	6	9261	106.9080	129.95	0
093668	0	9261	106.91	129.95	0
RIVER ROAD 12/J/3460	0	9261	106.9080	129.95	0
093669	20	9261	106.91	129.95	0
RIVER ROAD 12/J/3460	20	9261	106.9080	129.95	0
093670	25	9261	106.91	129.95	0
RIVER ROAD 12/J/3460	25	9261	106.9080	129.95	0
093671	0	9261	106.91	129.95	0
RIVER ROAD 12/J/3460	0	9261	106.9080	129.95	0
093672	1	9261	106.91	129.95	0
RIVER ROAD 12/J/3460	1	9261	106.9080	129.95	0
094912	0	9261	92.75	132.95	0
RIVER ROAD 2010/J/2768-BLK	0	9261	92.7515	132.95	0
094913	26	9261	92.75	132.95	0
RIVER ROAD 2010/J/2768-BLK	26	9261	92.7515	132.95	0
094914	18	9261	92.75	132.95	0
RIVER ROAD 2010/J/2768-BLK	18	9261	92.7515	132.95	0
094915	10	9261	92.75	132.95	0
RIVER ROAD 2010/J/2768-BLK	10	9261	92.7515	132.95	0
094916	13	9261	92.75	132.95	0
RIVER ROAD 2010/J/2768-BLK	13	9261	92.7515	132.95	0
094917	0	9261	92.75	132.95	0
RIVER ROAD 2010/J/2768-BLK	0	9261	92.7515	132.95	0
094918	0	9261	92.75	132.95	0
RIVER ROAD 2010/J/2768-GRY	0	9261	92.7515	132.95	0
094919	22	9261	92.75	132.95	0
RIVER ROAD 2010/J/2768-GRY	22	9261	92.7515	132.95	0
094920	12	9261	92.75	132.95	0
RIVER ROAD 2010/J/2768-GRY	12	9261	92.7515	132.95	0
094921	0	9261	92.75	132.95	0
RIVER ROAD 2010/J/2768-GRY	0	9261	92.7515	132.95	0
094922	1	9261	92.75	132.95	0
RIVER ROAD 2010/J/2768-GRY	1	9261	92.7515	132.95	0
094923	5	9261	92.75	132.95	0
RIVER ROAD 2010/J/2768-GRY	5	9261	92.7515	132.95	0
094924	11	9261	92.75	132.95	0
RIVER ROAD 2010/J/2768L-BLK	11	9261	92.7515	132.95	0
094925	10	9261	92.75	132.95	0
RIVER ROAD 2010/J/2768L-BLK	10	9261	92.7515	132.95	0
094926	2	9261	92.75	132.95	0
RIVER ROAD 2010/J/2768L-BLK	2	9261	92.7515	132.95	0
094927	2	9261	92.75	132.95	0
RIVER ROAD 2010/J/2768L-BLK	2	9261	92.7515	132.95	0
094928	0	9261	92.75	132.95	0
RIVER ROAD 2010/J/2768L-BLK	0	9261	92.7515	132.95	0
094929	20	9261	92.75	132.95	0
RIVER ROAD 2010/J/2768L-GRY	20	9261	92.7515	132.95	0
094930	16	9261	92.75	132.95	0
RIVER ROAD 2010/J/2768L-GRY	16	9261	92.7515	132.95	0
094931	7	9261	92.75	132.95	0
RIVER ROAD 2010/J/2768L-GRY	7	9261	92.7515	132.95	0
094932	12	9261	92.75	132.95	0
RIVER ROAD 2010/J/2768L-GRY	12	9261	92.7515	132.95	0
094933	7	9261	92.75	132.95	0
RIVER ROAD 2010/J/2768L-GRY	7	9261	92.7515	132.95	0
093653	3	9261	68.12	149.95	0
RIVER ROAD 12/P/3503	3	9261	68.1185	149.95	0
093654	0	9261	103.54	149.95	0
RIVER ROAD 12/P/3503	0	9261	103.5385	149.95	0
093655	0	9261	103.54	149.95	0
RIVER ROAD 12/P/3503	0	9261	103.5385	149.95	0
093656	0	9261	103.54	149.95	0
RIVER ROAD 12/P/3503	0	9261	103.5385	149.95	0
093657	0	9261	68.12	149.95	0
RIVER ROAD 12/P/3503	0	9261	68.1185	149.95	0
093658	0	9261	68.12	149.95	0
RIVER ROAD 12/P/3503	0	9261	68.1185	149.95	0
093659	0	9261	93.19	149.95	0
RIVER ROAD 12/P/3503	0	9261	93.1885	149.95	0
093660	0	9261	68.12	149.95	0
RIVER ROAD 12/P/3503	0	9261	68.1185	149.95	0
095116	5	9261	95.49	149.95	0
RIVER ROAD 13/P/3650	5	9261	95.4885	149.95	0
095117	11	9261	95.49	149.95	0
RIVER ROAD 13/P/3650	11	9261	95.4885	149.95	0
095118	12	9261	95.49	149.95	0
RIVER ROAD 13/P/3650	12	9261	95.4885	149.95	0
095119	12	9261	95.49	149.95	0
RIVER ROAD 13/P/3650	12	9261	95.4885	149.95	0
095120	13	9261	95.49	149.95	0
RIVER ROAD 13/P/3650	13	9261	95.4885	149.95	0
095121	0	9261	108.12	149.95	0
RIVER ROAD 13/P/3650	0	9261	108.1155	149.95	0
095122	12	9261	95.49	149.95	0
RIVER ROAD 13/P/3650	12	9261	95.4885	149.95	0
095123	2	9261	95.49	149.95	0
RIVER ROAD 13/P/3650	2	9261	95.4885	149.95	0
095124	0	9261	59.84	92.95	0
RIVER ROAD 13/P/3661	0	9261	59.8385	92.95	0
095125	0	9261	64.47	92.95	0
RIVER ROAD 13/P/3661	0	9261	64.4730	92.95	0
095126	0	9261	59.84	92.95	0
RIVER ROAD 13/P/3661	0	9261	59.8385	92.95	0
095127	14	9261	59.84	92.95	0
RIVER ROAD 13/P/3661	14	9261	59.8385	92.95	0
095128	18	9261	59.84	92.95	0
RIVER ROAD 13/P/3661	18	9261	59.8385	92.95	0
095129	19	9261	59.84	92.95	0
RIVER ROAD 13/P/3661	19	9261	59.8385	92.95	0
095130	9	9261	59.84	92.95	0
RIVER ROAD 13/P/3661	9	9261	59.8385	92.95	0
095131	11	9261	59.84	92.95	0
RIVER ROAD 13/P/3661	11	9261	59.8385	92.95	0
095135	0	9261	64.47	92.95	0
RIVER ROAD 13/P/3661	0	9261	64.4730	92.95	0
095136	0	9261	64.47	92.95	0
RIVER ROAD 13/P/3661	0	9261	64.4730	92.95	0
095137	0	9261	64.47	92.95	0
RIVER ROAD 13/P/3661	0	9261	64.4730	92.95	0
095138	6	9261	59.84	92.95	0
RIVER ROAD 13/P/3661	6	9261	59.8385	92.95	0
095139	0	9261	64.47	92.95	0
RIVER ROAD 13/P/3661	0	9261	64.4730	92.95	0
093632	0	9261	90.89	129.95	0
RIVER ROAD 12/P/3476	0	9261	90.8885	129.95	0
093633	0	9261	106.91	129.95	0
RIVER ROAD 12/P/3476	0	9261	106.9080	129.95	0
093634	0	9261	90.89	129.95	0
RIVER ROAD 12/P/3476	0	9261	90.8885	129.95	0
093635	0	9261	90.89	129.95	0
RIVER ROAD 12/P/3476	0	9261	90.8885	129.95	0
093636	0	9261	90.89	129.95	0
RIVER ROAD 12/P/3476	0	9261	90.8885	129.95	0
093637	0	9261	60.53	129.95	0
RIVER ROAD 12/P/3476	0	9261	60.5285	129.95	0
093638	0	9261	106.91	129.95	0
RIVER ROAD 12/P/3476	0	9261	106.9080	129.95	0
093639	0	9261	82.84	129.95	0
RIVER ROAD 12/P/3476	0	9261	82.8385	129.95	0
093640	10	9261	60.53	129.95	0
RIVER ROAD 12/P/3476L	10	9261	60.5285	129.95	0
093641	19	9261	60.53	129.95	0
RIVER ROAD 12/P/3476L	19	9261	60.5285	129.95	0
093642	1	9261	60.53	129.95	0
RIVER ROAD 12/P/3476L	1	9261	60.5285	129.95	0
093643	0	9261	60.53	129.95	0
RIVER ROAD 12/P/3476L	0	9261	60.5285	129.95	0
093644	0	9261	90.89	129.95	0
RIVER ROAD 12/P/3476L	0	9261	90.8885	129.95	0
093645	0	9261	90.89	129.95	0
RIVER ROAD 12/P/3476L	0	9261	90.8885	129.95	0
093646	9	9261	60.53	129.95	0
RIVER ROAD 12/P/3476L	9	9261	60.5285	129.95	0
094005	0	9261	58.69	92.95	0
RIVER ROAD 08/C/2527	0	9261	58.6885	92.95	0
094006	0	9261	58.69	92.95	0
RIVER ROAD 08/C/2527	0	9261	58.6885	92.95	0
094007	0	9261	64.46	92.95	0
RIVER ROAD 08/C/2527	0	9261	64.4615	92.95	0
094008	0	9261	64.46	92.95	0
RIVER ROAD 08/C/2527	0	9261	64.4615	92.95	0
094009	0	9261	64.46	92.95	0
RIVER ROAD 08/C/2527	0	9261	64.4615	92.95	0
094010	0	9261	64.46	92.95	0
RIVER ROAD 08/C/2527	0	9261	64.4615	92.95	0
093278	0	9261	196.10	349.95	0
GREATFUL DEAD 11/J/2266SYF	0	9261	196.1020	349.95	0
093279	0	9261	129.99	349.95	0
GREATFUL DEAD 11/J/2266SYF	0	9261	129.9885	349.95	0
093280	0	9261	83.99	379.95	0
GREATFUL DEAD 11/J/2266SYF	0	9261	83.9885	379.95	0
093284	0	9261	141.49	349.95	0
GREATFUL DEAD 11/J/2266SRC	0	9261	141.4885	349.95	0
093285	0	9261	141.49	349.95	0
GREATFUL DEAD 11/J/2266SRC	0	9261	141.4885	349.95	0
093286	0	9261	141.49	349.95	0
GREATFUL DEAD 11/J/2266SRC	0	9261	141.4885	349.95	0
093287	0	9261	141.49	349.95	0
GREATFUL DEAD 11/J/2266SRC	0	9261	141.4885	349.95	0
093288	0	9261	141.49	379.95	0
GREATFUL DEAD 11/J/2266SRC	0	9261	141.4885	379.95	0
093289	0	9261	141.49	379.95	0
GREATFUL DEAD 11/J/2266SRC	0	9261	141.4885	379.95	0
093290	0	9261	141.49	379.95	0
GREATFUL DEAD 11/J/2266SRC	0	9261	141.4885	379.95	0
093291	0	9261	141.49	409.95	0
GREATFUL DEAD 11/J/2266SRC	0	9261	141.4885	409.95	0
093272	0	9261	211.63	379.95	0
GREATFUL DEAD 	0	9261	211.6270	379.95	0
093273	0	9261	211.63	379.95	0
GREATFUL DEAD 	0	9261	211.6270	379.95	0
093370	0	9261	72.49	299.95	0
GREATFUL DEAD 12/J/2726SRCP	0	9261	72.4885	299.95	0
093371	8	9261	72.49	299.95	0
GREATFUL DEAD 12/J/2726SRCP	8	9261	72.4885	299.95	0
093372	18	9261	72.49	299.95	0
GREATFUL DEAD 12/J/2726SRCP	18	9261	72.4885	299.95	0
093373	0	9261	83.99	299.95	0
GREATFUL DEAD 12/J/2726SRCP	0	9261	83.9885	299.95	0
093374	0	9261	83.99	329.95	0
GREATFUL DEAD 12/J/2726SRCP	0	9261	83.9885	329.95	0
093375	0	9261	83.99	329.95	0
GREATFUL DEAD 12/J/2726SRCP	0	9261	83.9885	329.95	0
093360	0	9261	83.99	299.95	0
GREATFUL DEAD 12/J/2163SYFP	0	9261	83.9885	299.95	0
093361	0	9261	72.49	299.95	0
GREATFUL DEAD 12/J/2163SYFP	0	9261	72.4885	299.95	0
093362	0	9261	72.49	299.95	0
GREATFUL DEAD 12/J/2163SYFP	0	9261	72.4885	299.95	0
093363	0	9261	129.99	299.95	0
GREATFUL DEAD 12/J/2163SYFP	0	9261	129.9885	299.95	0
093364	0	9261	185.75	329.95	0
GREATFUL DEAD 	0	9261	185.7520	329.95	0
093365	0	9261	185.75	329.95	0
GREATFUL DEAD 12/J/2163SYFP	0	9261	185.7520	329.95	0
093390	0	9261	72.49	129.95	0
GREATFUL DEAD 12/V/051SYFP	0	9261	72.4885	129.95	0
093391	0	9261	49.49	129.95	0
GREATFUL DEAD 12/V/051SYFP	0	9261	49.4885	129.95	0
093392	0	9261	49.49	129.95	0
GREATFUL DEAD 12/V/051SYFP	0	9261	49.4885	129.95	0
093393	0	9261	49.49	129.95	0
GREATFUL DEAD 12/V/051SYFP	0	9261	49.4885	129.95	0
093394	0	9261	90.01	144.95	0
GREATFUL DEAD 	0	9261	90.0145	144.95	0
093410	0	9261	102.95	169.95	0
GREATFUL DEAD 12/C/1243SYFP	0	9261	102.9520	169.95	0
093411	0	9261	83.99	169.95	0
GREATFUL DEAD 12/C/1243SYFP	0	9261	83.9885	169.95	0
093412	0	9261	60.99	169.95	0
GREATFUL DEAD 12/C/1243SYFP	0	9261	60.9885	169.95	0
093413	0	9261	83.99	169.95	0
GREATFUL DEAD 12/C/1243SYFP	0	9261	83.9885	169.95	0
093414	0	9261	102.95	169.95	0
GREATFUL DEAD 12/C/1243SYFP	0	9261	102.9520	169.95	0
549445	6	9261	205.96	249.95	0
HONDA COLLECTION 549445	6	9261	205.9575	249.95	0
549446	9	9261	205.96	249.95	0
HONDA COLLECTION 549446	9	9261	205.9575	249.95	0
549447	9	9261	205.96	249.95	0
HONDA COLLECTION 549447	9	9261	205.9575	249.95	0
549448	9	9261	205.96	249.95	0
HONDA COLLECTION 549448	9	9261	205.9575	249.95	0
549449	9	9261	205.96	249.95	0
HONDA COLLECTION 549449	9	9261	205.9575	249.95	0
549450	9	9261	205.96	249.95	0
HONDA COLLECTION 549450	9	9261	205.9575	249.95	0
549451	8	9261	205.96	249.95	0
HONDA COLLECTION 549451	8	9261	205.9575	249.95	0
549452	8	9261	205.96	249.95	0
HONDA COLLECTION 549452	8	9261	205.9575	249.95	0
549453	6	9261	205.96	249.95	0
HONDA COLLECTION 549453	6	9261	205.9575	249.95	0
549454	9	9261	205.96	249.95	0
HONDA COLLECTION 549454	9	9261	205.9575	249.95	0
549455	0	9261	168.24	199.95	0
HONDA COLLECTION 549455	0	9261	168.2375	199.95	0
549456	1	9261	168.24	199.95	0
HONDA COLLECTION 549456	1	9261	168.2375	199.95	0
549457	0	9261	168.24	199.95	0
HONDA COLLECTION 549457	0	9261	168.2375	199.95	0
549458	2	9261	168.24	199.95	0
HONDA COLLECTION 549458	2	9261	168.2375	199.95	0
549459	0	9261	168.24	199.95	0
HONDA COLLECTION 549459	0	9261	168.2375	199.95	0
549460	7	9261	168.24	199.95	0
HONDA COLLECTION 549460	7	9261	168.2375	199.95	0
549461	9	9261	168.24	199.95	0
HONDA COLLECTION 549461	9	9261	168.2375	199.95	0
549462	9	9261	168.24	199.95	0
HONDA COLLECTION 549462	9	9261	168.2375	199.95	0
549463	9	9261	168.24	199.95	0
HONDA COLLECTION 549463	9	9261	168.2375	199.95	0
549464	9	9261	168.24	199.95	0
HONDA COLLECTION 549464	9	9261	168.2375	199.95	0
549465	9	9261	152.92	179.95	0
HONDA COLLECTION 549465	9	9261	152.9195	179.95	0
549466	9	9261	152.92	179.95	0
HONDA COLLECTION 549466	9	9261	152.9195	179.95	0
549467	9	9261	152.92	179.95	0
HONDA COLLECTION 549467	9	9261	152.9195	179.95	0
549468	9	9261	152.92	179.95	0
HONDA COLLECTION 549468	9	9261	152.9195	179.95	0
549469	9	9261	152.92	179.95	0
HONDA COLLECTION 549469	9	9261	152.9195	179.95	0
549470	9	9261	152.92	179.95	0
HONDA COLLECTION 549470	9	9261	152.9195	179.95	0
549471	0	9261	168.24	199.95	0
HONDA COLLECTION 549471	0	9261	168.2375	199.95	0
549472	0	9261	168.24	199.95	0
HONDA COLLECTION 549472	0	9261	168.2375	199.95	0
549473	0	9261	168.24	199.95	0
HONDA COLLECTION 549473	0	9261	168.2375	199.95	0
549474	0	9261	168.24	199.95	0
HONDA COLLECTION 549474	0	9261	168.2375	199.95	0
549475	0	9261	168.24	199.95	0
HONDA COLLECTION 549475	0	9261	168.2375	199.95	0
549476	0	9261	168.24	199.95	0
HONDA COLLECTION 549476	0	9261	168.2375	199.95	0
549477	1	9261	168.24	199.95	0
HONDA COLLECTION 549477	1	9261	168.2375	199.95	0
549478	1	9261	168.24	199.95	0
HONDA COLLECTION 549478	1	9261	168.2375	199.95	0
549479	0	9261	168.24	199.95	0
HONDA COLLECTION 549479	0	9261	168.2375	199.95	0
549480	0	9261	168.24	199.95	0
HONDA COLLECTION 549480	0	9261	168.2375	199.95	0
549481	5	9261	168.24	199.95	0
HONDA COLLECTION 549481	5	9261	168.2375	199.95	0
549482	4	9261	168.24	199.95	0
HONDA COLLECTION 549482	4	9261	168.2375	199.95	0
549483	0	9261	168.24	199.95	0
HONDA COLLECTION 549483	0	9261	168.2375	199.95	0
549484	0	9261	168.24	199.95	0
HONDA COLLECTION 549484	0	9261	168.2375	199.95	0
549485	3	9261	168.24	199.95	0
HONDA COLLECTION 549485	3	9261	168.2375	199.95	0
549486	7	9261	168.24	199.95	0
HONDA COLLECTION 549486	7	9261	168.2375	199.95	0
549487	5	9261	168.24	199.95	0
HONDA COLLECTION 549487	5	9261	168.2375	199.95	0
549488	9	9261	168.24	199.95	0
HONDA COLLECTION 549488	9	9261	168.2375	199.95	0
549489	0	9261	168.24	199.95	0
HONDA COLLECTION 549489	0	9261	168.2375	199.95	0
549490	0	9261	168.24	199.95	0
HONDA COLLECTION 549490	0	9261	168.2375	199.95	0
549491	2	9261	168.24	199.95	0
HONDA COLLECTION 549491	2	9261	168.2375	199.95	0
549492	0	9261	168.24	199.95	0
HONDA COLLECTION 549492	0	9261	168.2375	199.95	0
549493	0	9261	168.24	199.95	0
HONDA COLLECTION 549493	0	9261	168.2375	199.95	0
549494	1	9261	168.24	199.95	0
HONDA COLLECTION 549494	1	9261	168.2375	199.95	0
549495	9	9261	168.24	199.95	0
HONDA COLLECTION 549495	9	9261	168.2375	199.95	0
549496	9	9261	168.24	199.95	0
HONDA COLLECTION 549496	9	9261	168.2375	199.95	0
549497	9	9261	168.24	199.95	0
HONDA COLLECTION 549497	9	9261	168.2375	199.95	0
549498	9	9261	168.24	199.95	0
HONDA COLLECTION 549498	9	9261	168.2375	199.95	0
549499	9	9261	168.24	199.95	0
HONDA COLLECTION 549499	9	9261	168.2375	199.95	0
549500	4	9261	168.24	199.95	0
HONDA COLLECTION 549500	4	9261	168.2375	199.95	0
549501	9	9261	168.24	199.95	0
HONDA COLLECTION 549501	9	9261	168.2375	199.95	0
549502	9	9261	168.24	199.95	0
HONDA COLLECTION 549502	9	9261	168.2375	199.95	0
549503	2	9261	168.24	199.95	0
HONDA COLLECTION 549503	2	9261	168.2375	199.95	0
549504	9	9261	168.24	199.95	0
HONDA COLLECTION 549504	9	9261	168.2375	199.95	0
549505	9	9261	168.24	199.95	0
HONDA COLLECTION 549505	9	9261	168.2375	199.95	0
549506	3	9261	168.24	199.95	0
HONDA COLLECTION 549506	3	9261	168.2375	199.95	0
549507	0	9261	168.24	199.95	0
HONDA COLLECTION 549507	0	9261	168.2375	199.95	0
549508	9	9261	168.24	199.95	0
HONDA COLLECTION 549508	9	9261	168.2375	199.95	0
549509	9	9261	168.24	199.95	0
HONDA COLLECTION 549509	9	9261	168.2375	199.95	0
549510	9	9261	168.24	199.95	0
HONDA COLLECTION 549510	9	9261	168.2375	199.95	0
549511	9	9261	168.24	199.95	0
HONDA COLLECTION 549511	9	9261	168.2375	199.95	0
549512	3	9261	168.24	199.95	0
HONDA COLLECTION 549512	3	9261	168.2375	199.95	0
549513	1	9261	168.24	199.95	0
HONDA COLLECTION 549513	1	9261	168.2375	199.95	0
549514	1	9261	168.24	199.95	0
HONDA COLLECTION 549514	1	9261	168.2375	199.95	0
549515	7	9261	168.24	199.95	0
HONDA COLLECTION 549515	7	9261	168.2375	199.95	0
549516	6	9261	168.24	199.95	0
HONDA COLLECTION 549516	6	9261	168.2375	199.95	0
549517	3	9261	168.24	199.95	0
HONDA COLLECTION 549517	3	9261	168.2375	199.95	0
549518	0	9261	168.24	199.95	0
HONDA COLLECTION 549518	0	9261	168.2375	199.95	0
090955	36	9261	31.20	47.95	0
RIVER ROAD 090955	36	9261	31.2035	47.95	0
090937	35	9261	23.26	36.95	0
RIVER ROAD TLB32	35	9261	23.2570	36.95	0
090938	36	9261	22.05	34.95	0
RIVER ROAD CSB31	36	9261	22.0495	34.95	0
090942	27	9261	23.23	36.95	0
RIVER ROAD FNB69	27	9261	23.2340	36.95	0
090936	34	9261	19.69	30.95	0
RIVER ROAD BBN59	34	9261	19.6920	30.95	0
090935	36	9261	18.90	28.95	0
RIVER ROAD 66-5101B	36	9261	18.8985	28.95	0
090944	36	9261	19.69	30.95	0
RIVER ROAD CHL02	36	9261	19.6920	30.95	0
090939	36	9261	22.05	34.95	0
RIVER ROAD FNW02	36	9261	22.0495	34.95	0
090943	36	9261	22.05	34.95	0
RIVER ROAD FME70	36	9261	22.0495	34.95	0
509529	9	9261	37.68	57.98	0
ZAN WB2114	9	9261	37.6780	57.98	0
509530	9	9261	37.68	57.98	0
ZAN WB2001	9	9261	37.6780	57.98	0
509531	9	9261	31.19	47.98	0
ZAN WB1114	9	9261	31.1920	47.98	0
509532	9	9261	31.19	47.98	0
ZAN WB1001	9	9261	31.1920	47.98	0
509533	9	9261	27.95	42.98	0
ZAN WHLM114	9	9261	27.9490	42.98	0
509534	5	9261	27.95	42.98	0
ZAN WHLM001	5	9261	27.9490	42.98	0
509202	9	9261	23.42	35.98	0
ZAN WHLC114	9	9261	23.4180	35.98	0
090958	30	9261	31.20	47.98	0
ZAN WBC114NFM	30	9261	31.2035	47.98	0
509528	9	9261	34.44	52.98	0
ZAN WB3114	9	9261	34.4350	52.98	0
515637	9	9261	99.84	142.95	0
FIRSTGEAR FRJ.1301.01.M001	9	9261	99.8355	142.95	0
515638	9	9261	99.84	142.95	0
FIRSTGEAR FRJ.1301.01.M002	9	9261	99.8355	142.95	0
515639	9	9261	99.84	142.95	0
FIRSTGEAR FRJ.1301.01.M003	9	9261	99.8355	142.95	0
515640	9	9261	99.84	142.95	0
FIRSTGEAR FRJ.1301.01.M004	9	9261	99.8355	142.95	0
515641	9	9261	99.84	142.95	0
FIRSTGEAR FRJ.1301.01.M005	9	9261	99.8355	142.95	0
515642	9	9261	99.84	142.95	0
FIRSTGEAR FRJ.1301.01.M006	9	9261	99.8355	142.95	0
515643	9	9261	99.84	142.95	0
FIRSTGEAR FRJ.1301.01.M007	9	9261	99.8355	142.95	0
515644	9	9261	85.69	122.95	0
FIRSTGEAR FRP.1302.01.M001	9	9261	85.6905	122.95	0
515645	9	9261	85.69	122.95	0
FIRSTGEAR FRP.1302.01.M002	9	9261	85.6905	122.95	0
515646	9	9261	85.69	122.95	0
FIRSTGEAR FRP.1302.01.M003	9	9261	85.6905	122.95	0
515647	9	9261	85.69	122.95	0
FIRSTGEAR FRP.1302.01.M004	9	9261	85.6905	122.95	0
515648	9	9261	85.69	122.95	0
FIRSTGEAR FRP.1302.01.M005	9	9261	85.6905	122.95	0
515649	9	9261	85.69	122.95	0
FIRSTGEAR FRP.1302.01.M006	9	9261	85.6905	122.95	0
515650	9	9261	85.69	122.95	0
FIRSTGEAR FRP.1302.01.M007	9	9261	85.6905	122.95	0
515169	9	9261	78.62	112.95	0
FIRSTGEAR FRJ.1102.02.M001	9	9261	78.6180	112.95	0
515170	3	9261	78.62	112.95	0
FIRSTGEAR FRJ.1102.02.M002	3	9261	78.6180	112.95	0
515171	2	9261	78.62	112.95	0
FIRSTGEAR FRJ.1102.02.M003	2	9261	78.6180	112.95	0
515172	0	9261	78.62	112.95	0
FIRSTGEAR FRJ.1102.02.M004	0	9261	78.6180	112.95	0
515173	9	9261	78.62	112.95	0
FIRSTGEAR FRJ.1102.02.M005	9	9261	78.6180	112.95	0
515174	9	9261	78.62	112.95	0
FIRSTGEAR FRJ.1102.02.M006	9	9261	78.6180	112.95	0
515175	6	9261	78.62	112.95	0
FIRSTGEAR FRJ.1102.02.M007	6	9261	78.6180	112.95	0
515162	7	9261	78.62	112.95	0
FIRSTGEAR FRJ.1102.01.M001	7	9261	78.6180	112.95	0
515163	9	9261	78.62	112.95	0
FIRSTGEAR FRJ.1102.01.M002	9	9261	78.6180	112.95	0
515164	9	9261	78.62	112.95	0
FIRSTGEAR FRJ.1102.01.M003	9	9261	78.6180	112.95	0
515165	1	9261	78.62	112.95	0
FIRSTGEAR FRJ.1102.01.M004	1	9261	78.6180	112.95	0
515166	9	9261	78.62	112.95	0
FIRSTGEAR FRJ.1102.01.M005	9	9261	78.6180	112.95	0
515167	9	9261	78.62	112.95	0
FIRSTGEAR FRJ.1102.01.M006	9	9261	78.6180	112.95	0
515168	0	9261	78.62	112.95	0
FIRSTGEAR FRJ.1102.01.M007	0	9261	78.6180	112.95	0
515176	9	9261	71.55	102.95	0
FIRSTGEAR FRP.1103.01.M001	9	9261	71.5455	102.95	0
515177	9	9261	71.55	102.95	0
FIRSTGEAR FRP.1103.01.M002	9	9261	71.5455	102.95	0
515178	9	9261	71.55	102.95	0
FIRSTGEAR FRP.1103.01.M003	9	9261	71.5455	102.95	0
515179	9	9261	71.55	102.95	0
FIRSTGEAR FRP.1103.01.M004	9	9261	71.5455	102.95	0
515180	9	9261	71.55	102.95	0
FIRSTGEAR FRP.1103.01.M005	9	9261	71.5455	102.95	0
515181	9	9261	71.55	102.95	0
FIRSTGEAR FRP.1103.01.M006	9	9261	71.5455	102.95	0
515182	9	9261	71.55	102.95	0
FIRSTGEAR FRP.1103.01.M007	9	9261	71.5455	102.95	0
515935	9	9261	78.62	112.95	0
FIRSTGEAR FRJ.1319.01.U001	9	9261	78.6180	112.95	0
515936	9	9261	78.62	112.95	0
FIRSTGEAR FRJ.1319.01.U002	9	9261	78.6180	112.95	0
515937	9	9261	78.62	112.95	0
FIRSTGEAR FRJ.1319.01.U003	9	9261	78.6180	112.95	0
515938	9	9261	78.62	112.95	0
FIRSTGEAR FRJ.1319.01.U004	9	9261	78.6180	112.95	0
515939	9	9261	78.62	112.95	0
FIRSTGEAR FRJ.1319.01.U005	9	9261	78.6180	112.95	0
515940	9	9261	78.62	112.95	0
FIRSTGEAR FRJ.1319.01.U006	9	9261	78.6180	112.95	0
515941	9	9261	78.62	112.95	0
FIRSTGEAR FRJ.1319.01.U007	9	9261	78.6180	112.95	0
515942	9	9261	78.62	112.95	0
FIRSTGEAR FRJ.1319.02.U001	9	9261	78.6180	112.95	0
515943	9	9261	78.62	112.95	0
FIRSTGEAR FRJ.1319.02.U002	9	9261	78.6180	112.95	0
515944	9	9261	78.62	112.95	0
FIRSTGEAR FRJ.1319.02.U003	9	9261	78.6180	112.95	0
515945	9	9261	78.62	112.95	0
FIRSTGEAR FRJ.1319.02.U004	9	9261	78.6180	112.95	0
515946	9	9261	78.62	112.95	0
FIRSTGEAR FRJ.1319.02.U005	9	9261	78.6180	112.95	0
515947	9	9261	78.62	112.95	0
FIRSTGEAR FRJ.1319.02.U006	9	9261	78.6180	112.95	0
515948	9	9261	78.62	112.95	0
FIRSTGEAR FRJ.1319.02.U007	9	9261	78.6180	112.95	0
515949	0	9261	64.47	92.95	0
FIRSTGEAR FRP.1320.01.U001	0	9261	64.4730	92.95	0
515950	9	9261	64.47	92.95	0
FIRSTGEAR FRP.1320.01.U002	9	9261	64.4730	92.95	0
515951	9	9261	64.47	92.95	0
FIRSTGEAR FRP.1320.01.U003	9	9261	64.4730	92.95	0
515952	9	9261	64.47	92.95	0
FIRSTGEAR FRP.1320.01.U004	9	9261	64.4730	92.95	0
515953	9	9261	64.47	92.95	0
FIRSTGEAR FRP.1320.01.U005	9	9261	64.4730	92.95	0
515954	0	9261	64.47	92.95	0
FIRSTGEAR FRP.1320.01.U006	0	9261	64.4730	92.95	0
515955	9	9261	64.47	92.95	0
FIRSTGEAR FRP.1320.01.U007	9	9261	64.4730	92.95	0
090252	1	9261	71.53	102.95	0
RIVER ROAD 10/SS/2731	1	9261	71.5340	102.95	0
090253	0	9261	71.53	102.95	0
