SKU	INVENTORY	MARKETPLACE_ID	MIN_PRICE	MAX_PRICE	CURRENT_SHIPPING
818790	3	9261	644.96	749.95	0
ARAI 818790	3	9261	644.957	749.95	0
818791	0	9261	644.96	749.95	0
ARAI 818791	0	9261	644.957	749.95	0
818792	9	9261	644.96	749.95	0
ARAI 818792	9	9261	644.957	749.95	0
818793	9	9261	644.96	749.95	0
ARAI 818793	9	9261	644.957	749.95	0
818794	9	9261	644.96	749.95	0
ARAI 818794	9	9261	644.957	749.95	0
818795	2	9261	644.96	749.95	0
ARAI 818795	2	9261	644.957	749.95	0
818796	3	9261	644.96	749.95	0
ARAI 818796	3	9261	644.957	749.95	0
818879	3	9261	644.96	749.95	0
ARAI 818879	3	9261	644.957	749.95	0
818880	8	9261	644.96	749.95	0
ARAI 818880	8	9261	644.957	749.95	0
818881	9	9261	644.96	749.95	0
ARAI 818881	9	9261	644.957	749.95	0
818882	9	9261	644.96	749.95	0
ARAI 818882	9	9261	644.957	749.95	0
818883	9	9261	644.96	749.95	0
ARAI 818883	9	9261	644.957	749.95	0
818884	6	9261	644.96	749.95	0
ARAI 818884	6	9261	644.957	749.95	0
818885	6	9261	644.96	749.95	0
ARAI 818885	6	9261	644.957	749.95	0
818886	3	9261	644.96	749.95	0
ARAI 818886	3	9261	644.957	749.95	0
817300	9	9261	533.16	619.95	0
ARAI 817300	9	9261	533.157	619.95	0
817301	9	9261	533.16	619.95	0
ARAI 685311119179	9	9261	533.157	619.95	0
817302	9	9261	533.16	619.95	0
ARAI 685311119188	9	9261	533.157	619.95	0
817303	9	9261	533.16	619.95	0
ARAI 685311119197	9	9261	533.157	619.95	0
817304	9	9261	533.16	619.95	0
ARAI 685311119203	9	9261	533.157	619.95	0
817305	3	9261	533.16	619.95	0
ARAI 685311119212	3	9261	533.157	619.95	0
817310	7	9261	533.16	619.95	0
ARAI 817310	7	9261	533.157	619.95	0
817311	8	9261	533.16	619.95	0
ARAI 685311191115	8	9261	533.157	619.95	0
817312	9	9261	533.16	619.95	0
ARAI 685311119124	9	9261	533.157	619.95	0
817313	9	9261	533.16	619.95	0
ARAI 685311119133	9	9261	533.157	619.95	0
817314	9	9261	533.16	619.95	0
ARAI 685311119142	9	9261	533.157	619.95	0
817315	9	9261	533.16	619.95	0
ARAI 685311119151	9	9261	533.157	619.95	0
817320	3	9261	541.76	629.95	0
ARAI 817320	3	9261	541.757	629.95	0
817321	9	9261	541.76	629.95	0
ARAI 685311119355	9	9261	541.757	629.95	0
817322	9	9261	541.76	629.95	0
ARAI 685311119364	9	9261	541.757	629.95	0
817323	9	9261	541.76	629.95	0
ARAI 685311119373	9	9261	541.757	629.95	0
817324	9	9261	541.76	629.95	0
ARAI 685311119382	9	9261	541.757	629.95	0
817325	0	9261	541.76	629.95	0
ARAI 685311119391	0	9261	541.757	629.95	0
817330	3	9261	541.76	629.95	0
ARAI 817330	3	9261	541.757	629.95	0
817331	9	9261	541.76	629.95	0
ARAI 685311119294	9	9261	541.757	629.95	0
817332	9	9261	541.76	629.95	0
ARAI 685311119300	9	9261	541.757	629.95	0
817333	1	9261	541.76	629.95	0
ARAI 685311119319	1	9261	541.757	629.95	0
817334	0	9261	541.76	629.95	0
ARAI 685311119328	0	9261	541.757	629.95	0
817335	9	9261	541.76	629.95	0
ARAI 685311119337	9	9261	541.757	629.95	0
817340	3	9261	541.76	629.95	0
ARAI 817340	3	9261	541.757	629.95	0
817341	0	9261	541.76	629.95	0
ARAI 685311118888	0	9261	541.757	629.95	0
817342	9	9261	541.76	629.95	0
ARAI 685311118897	9	9261	541.757	629.95	0
817343	9	9261	541.76	629.95	0
ARAI 685311118903	9	9261	541.757	629.95	0
817344	9	9261	541.76	629.95	0
ARAI 685311118912	9	9261	541.757	629.95	0
817345	6	9261	541.76	629.95	0
ARAI 685311118921	6	9261	541.757	629.95	0
817350	9	9261	541.76	629.95	0
ARAI 817350	9	9261	541.757	629.95	0
817351	7	9261	541.76	629.95	0
ARAI 685311118709	7	9261	541.757	629.95	0
817352	9	9261	541.76	629.95	0
ARAI 685311118718	9	9261	541.757	629.95	0
817353	6	9261	541.76	629.95	0
ARAI 685311118727	6	9261	541.757	629.95	0
817354	4	9261	541.76	629.95	0
ARAI 685311118736	4	9261	541.757	629.95	0
817355	6	9261	541.76	629.95	0
ARAI 685311118745	6	9261	541.757	629.95	0
817360	2	9261	541.76	629.95	0
ARAI 817360	2	9261	541.757	629.95	0
817361	8	9261	541.76	629.95	0
ARAI 685311118763	8	9261	541.757	629.95	0
817362	9	9261	541.76	629.95	0
ARAI 685311118772	9	9261	541.757	629.95	0
817363	9	9261	541.76	629.95	0
ARAI 685311118781	9	9261	541.757	629.95	0
817364	9	9261	541.76	629.95	0
ARAI 685311118790	9	9261	541.757	629.95	0
817365	4	9261	541.76	629.95	0
ARAI 685311118806	4	9261	541.757	629.95	0
817370	0	9261	541.76	629.95	0
ARAI 817370	0	9261	541.757	629.95	0
817371	0	9261	541.76	629.95	0
ARAI 685311118824	0	9261	541.757	629.95	0
817372	9	9261	541.76	629.95	0
ARAI 685311118833	9	9261	541.757	629.95	0
817373	9	9261	541.76	629.95	0
ARAI 685311118842	9	9261	541.757	629.95	0
817374	5	9261	541.76	629.95	0
ARAI 685311118851	5	9261	541.757	629.95	0
817375	7	9261	541.76	629.95	0
ARAI 685311118860	7	9261	541.757	629.95	0
817380	2	9261	541.76	629.95	0
ARAI 817380	2	9261	541.757	629.95	0
817381	0	9261	541.76	629.95	0
ARAI 685311119009	0	9261	541.757	629.95	0
817382	9	9261	541.76	629.95	0
ARAI 685311119018	9	9261	541.757	629.95	0
817383	9	9261	541.76	629.95	0
ARAI 685311119027	9	9261	541.757	629.95	0
817384	9	9261	541.76	629.95	0
ARAI 685311119036	9	9261	541.757	629.95	0
817385	0	9261	541.76	629.95	0
ARAI 685311119045	0	9261	541.757	629.95	0
817390	1	9261	541.76	629.95	0
ARAI 817390	1	9261	541.757	629.95	0
817391	3	9261	541.76	629.95	0
ARAI 685311118949	3	9261	541.757	629.95	0
817392	9	9261	541.76	629.95	0
ARAI 685311118958	9	9261	541.757	629.95	0
817393	9	9261	541.76	629.95	0
ARAI 685311118967	9	9261	541.757	629.95	0
817394	1	9261	541.76	629.95	0
ARAI 685311118976	1	9261	541.757	629.95	0
817395	7	9261	541.76	629.95	0
ARAI 685311118985	7	9261	541.757	629.95	0
817250	7	9261	653.56	759.95	0
ARAI 817250	7	9261	653.557	759.95	0
817251	9	9261	653.56	759.95	0
ARAI 817251	9	9261	653.557	759.95	0
817252	6	9261	653.56	759.95	0
ARAI 817252	6	9261	653.557	759.95	0
817253	7	9261	653.56	759.95	0
ARAI 817253	7	9261	653.557	759.95	0
817254	1	9261	653.56	759.95	0
ARAI 817254	1	9261	653.557	759.95	0
817255	4	9261	653.56	759.95	0
ARAI 817255	4	9261	653.557	759.95	0
817260	5	9261	644.96	749.95	0
ARAI 817260	5	9261	644.957	749.95	0
817261	2	9261	644.96	749.95	0
ARAI 817261	2	9261	644.957	749.95	0
817262	9	9261	644.96	749.95	0
ARAI 817262	9	9261	644.957	749.95	0
817263	9	9261	644.96	749.95	0
ARAI 817263	9	9261	644.957	749.95	0
817264	9	9261	644.96	749.95	0
ARAI 817264	9	9261	644.957	749.95	0
817265	5	9261	644.96	749.95	0
ARAI 817265	5	9261	644.957	749.95	0
818010	4	9261	644.96	749.95	0
ARAI 818010	4	9261	644.957	749.95	0
818011	9	9261	644.96	749.95	0
ARAI 818011	9	9261	644.957	749.95	0
818012	9	9261	644.96	749.95	0
ARAI 818012	9	9261	644.957	749.95	0
818013	9	9261	644.96	749.95	0
ARAI 818013	9	9261	644.957	749.95	0
818014	9	9261	644.96	749.95	0
ARAI 818014	9	9261	644.957	749.95	0
818015	9	9261	644.96	749.95	0
ARAI 818015	9	9261	644.957	749.95	0
817270	5	9261	653.56	759.95	0
ARAI 817270	5	9261	653.557	759.95	0
817271	0	9261	653.56	759.95	0
ARAI 817271	0	9261	653.557	759.95	0
817272	9	9261	653.56	759.95	0
ARAI 817272	9	9261	653.557	759.95	0
817273	5	9261	653.56	759.95	0
ARAI 817273	5	9261	653.557	759.95	0
817274	1	9261	653.56	759.95	0
ARAI 817274	1	9261	653.557	759.95	0
817275	0	9261	653.56	759.95	0
ARAI 817275	0	9261	653.557	759.95	0
817280	9	9261	644.96	749.95	0
ARAI 817280	9	9261	644.957	749.95	0
817281	9	9261	644.96	749.95	0
ARAI 817281	9	9261	644.957	749.95	0
817282	2	9261	644.96	749.95	0
ARAI 817282	2	9261	644.957	749.95	0
817283	9	9261	644.96	749.95	0
ARAI 817283	9	9261	644.957	749.95	0
817284	7	9261	644.96	749.95	0
ARAI 817284	7	9261	644.957	749.95	0
817285	5	9261	644.96	749.95	0
ARAI 817285	5	9261	644.957	749.95	0
817571	1	9261	489.36	749.95	0
ARAI 685311120953	1	9261	489.3635	749.95	0
817573	0	9261	489.36	749.95	0
ARAI 685311120971	0	9261	489.3635	749.95	0
817575	0	9261	489.36	749.95	0
ARAI 685311120999	0	9261	489.3635	749.95	0
817580	0	9261	489.36	749.95	0
ARAI 	0	9261	489.3635	749.95	0
817583	0	9261	489.36	749.95	0
ARAI 	0	9261	489.3635	749.95	0
817584	0	9261	489.36	749.95	0
ARAI 	0	9261	489.3635	749.95	0
817585	0	9261	489.36	749.95	0
ARAI 	0	9261	489.3635	749.95	0
817600	0	9261	484.18	749.95	0
ARAI 817600	0	9261	484.1770	749.95	0
817601	0	9261	484.18	749.95	0
ARAI 817601	0	9261	484.1770	749.95	0
817603	4	9261	484.18	749.95	0
ARAI 817603	4	9261	484.1770	749.95	0
817605	0	9261	484.18	749.95	0
ARAI 817605	0	9261	484.1770	749.95	0
816260	3	9261	644.96	749.95	0
ARAI 816260	3	9261	644.957	749.95	0
816261	2	9261	644.96	749.95	0
ARAI 816261	2	9261	644.957	749.95	0
816262	9	9261	644.96	749.95	0
ARAI 816262	9	9261	644.957	749.95	0
816263	5	9261	644.96	749.95	0
ARAI 816263	5	9261	644.957	749.95	0
816264	2	9261	644.96	749.95	0
ARAI 816264	2	9261	644.957	749.95	0
816265	1	9261	644.96	749.95	0
ARAI 816265	1	9261	644.957	749.95	0
817290	5	9261	550.36	639.95	0
ARAI 817290	5	9261	550.357	639.95	0
817291	6	9261	550.36	639.95	0
ARAI 817291	6	9261	550.357	639.95	0
817292	6	9261	550.36	639.95	0
ARAI 817292	6	9261	550.357	639.95	0
817293	6	9261	550.36	639.95	0
ARAI 817293	6	9261	550.357	639.95	0
817294	0	9261	550.36	639.95	0
ARAI 817294	0	9261	550.357	639.95	0
817295	0	9261	550.36	639.95	0
ARAI 817295	0	9261	550.357	639.95	0
816500	3	9261	644.96	749.95	0
ARAI 816500	3	9261	644.957	749.95	0
816501	4	9261	644.96	749.95	0
ARAI 816501	4	9261	644.957	749.95	0
816502	5	9261	644.96	749.95	0
ARAI 816502	5	9261	644.957	749.95	0
816503	0	9261	644.96	749.95	0
ARAI 816503	0	9261	644.957	749.95	0
816504	4	9261	644.96	749.95	0
ARAI 816504	4	9261	644.957	749.95	0
816505	4	9261	644.96	749.95	0
ARAI 816505	4	9261	644.957	749.95	0
816510	0	9261	644.96	749.95	0
ARAI 816510	0	9261	644.957	749.95	0
816511	0	9261	644.96	749.95	0
ARAI 816511	0	9261	644.957	749.95	0
816512	0	9261	644.96	749.95	0
ARAI 816512	0	9261	644.957	749.95	0
816513	7	9261	644.96	749.95	0
ARAI 816513	7	9261	644.957	749.95	0
816514	2	9261	644.96	749.95	0
ARAI 816514	2	9261	644.957	749.95	0
816515	3	9261	644.96	749.95	0
ARAI 816515	3	9261	644.957	749.95	0
816520	0	9261	644.96	749.95	0
ARAI 816520	0	9261	644.957	749.95	0
816521	7	9261	644.96	749.95	0
ARAI 816521	7	9261	644.957	749.95	0
816522	6	9261	644.96	749.95	0
ARAI 816522	6	9261	644.957	749.95	0
816523	9	9261	644.96	749.95	0
ARAI 816523	9	9261	644.957	749.95	0
816524	9	9261	644.96	749.95	0
ARAI 816524	9	9261	644.957	749.95	0
816525	2	9261	644.96	749.95	0
ARAI 816525	2	9261	644.957	749.95	0
813100	9	9261	507.36	589.95	0
ARAI 105011119	9	9261	507.357	589.95	0
813101	6	9261	507.36	589.95	0
ARAI 105011124	6	9261	507.357	589.95	0
813102	9	9261	507.36	589.95	0
ARAI 105011125	9	9261	507.357	589.95	0
813103	9	9261	507.36	589.95	0
ARAI 105011126	9	9261	507.357	589.95	0
813104	9	9261	507.36	589.95	0
ARAI 105011127	9	9261	507.357	589.95	0
813105	8	9261	507.36	589.95	0
ARAI 105011128	8	9261	507.357	589.95	0
813106	4	9261	507.36	589.95	0
ARAI 813106	4	9261	507.357	589.95	0
813110	9	9261	507.36	589.95	0
ARAI 105011019	9	9261	507.357	589.95	0
813111	4	9261	507.36	589.95	0
ARAI 105011024	4	9261	507.357	589.95	0
813112	9	9261	507.36	589.95	0
ARAI 105011025	9	9261	507.357	589.95	0
813113	3	9261	507.36	589.95	0
ARAI 105011026	3	9261	507.357	589.95	0
813114	6	9261	507.36	589.95	0
ARAI 105011027	6	9261	507.357	589.95	0
813115	5	9261	507.36	589.95	0
ARAI 105011028	5	9261	507.357	589.95	0
813116	3	9261	507.36	589.95	0
ARAI 813116	3	9261	507.357	589.95	0
813120	0	9261	515.96	599.95	0
ARAI 105046819	0	9261	515.957	599.95	0
813121	9	9261	515.96	599.95	0
ARAI 105046824	9	9261	515.957	599.95	0
813122	9	9261	515.96	599.95	0
ARAI 105046825	9	9261	515.957	599.95	0
813123	9	9261	515.96	599.95	0
ARAI 105046826	9	9261	515.957	599.95	0
813124	9	9261	515.96	599.95	0
ARAI 105046827	9	9261	515.957	599.95	0
813125	9	9261	515.96	599.95	0
ARAI 105046828	9	9261	515.957	599.95	0
813126	6	9261	515.96	599.95	0
ARAI 813126	6	9261	515.957	599.95	0
813130	1	9261	515.96	599.95	0
ARAI 105044519	1	9261	515.957	599.95	0
813131	3	9261	515.96	599.95	0
ARAI 105044524	3	9261	515.957	599.95	0
813132	3	9261	515.96	599.95	0
ARAI 105044525	3	9261	515.957	599.95	0
813133	3	9261	515.96	599.95	0
ARAI 105044526	3	9261	515.957	599.95	0
813134	1	9261	515.96	599.95	0
ARAI 105044527	1	9261	515.957	599.95	0
813135	1	9261	515.96	599.95	0
ARAI 105044528	1	9261	515.957	599.95	0
813136	3	9261	515.96	599.95	0
ARAI 813136	3	9261	515.957	599.95	0
813140	2	9261	515.96	599.95	0
ARAI 105023219	2	9261	515.957	599.95	0
813141	5	9261	515.96	599.95	0
ARAI 105023224	5	9261	515.957	599.95	0
813142	2	9261	515.96	599.95	0
ARAI 105023225	2	9261	515.957	599.95	0
813143	3	9261	515.96	599.95	0
ARAI 105023226	3	9261	515.957	599.95	0
813144	1	9261	515.96	599.95	0
ARAI 105023227	1	9261	515.957	599.95	0
813145	6	9261	515.96	599.95	0
ARAI 105023228	6	9261	515.957	599.95	0
813146	2	9261	515.96	599.95	0
ARAI 813146	2	9261	515.957	599.95	0
813150	0	9261	515.96	599.95	0
ARAI 105021019	0	9261	515.957	599.95	0
813151	9	9261	515.96	599.95	0
ARAI 105021024	9	9261	515.957	599.95	0
813152	9	9261	515.96	599.95	0
ARAI 105021025	9	9261	515.957	599.95	0
813153	5	9261	515.96	599.95	0
ARAI 105021026	5	9261	515.957	599.95	0
813154	9	9261	515.96	599.95	0
ARAI 105021027	9	9261	515.957	599.95	0
813155	3	9261	515.96	599.95	0
ARAI 105021028	3	9261	515.957	599.95	0
813160	2	9261	515.96	599.95	0
ARAI 105021119	2	9261	515.957	599.95	0
813161	5	9261	515.96	599.95	0
ARAI 105021124	5	9261	515.957	599.95	0
813162	7	9261	515.96	599.95	0
ARAI 105021125	7	9261	515.957	599.95	0
813163	9	9261	515.96	599.95	0
ARAI 105021126	9	9261	515.957	599.95	0
813164	4	9261	515.96	599.95	0
ARAI 105021127	4	9261	515.957	599.95	0
813165	4	9261	515.96	599.95	0
ARAI 105021128	4	9261	515.957	599.95	0
813170	6	9261	515.96	599.95	0
ARAI 105021919	6	9261	515.957	599.95	0
813171	4	9261	515.96	599.95	0
ARAI 105021924	4	9261	515.957	599.95	0
813172	2	9261	515.96	599.95	0
ARAI 105021925	2	9261	515.957	599.95	0
813173	0	9261	515.96	599.95	0
ARAI 105021926	0	9261	515.957	599.95	0
813174	7	9261	515.96	599.95	0
ARAI 105021927	7	9261	515.957	599.95	0
813175	2	9261	515.96	599.95	0
ARAI 105021928	2	9261	515.957	599.95	0
817530	7	9261	619.16	719.95	0
ARAI 817530	7	9261	619.157	719.95	0
817531	9	9261	619.16	719.95	0
ARAI 817531	9	9261	619.157	719.95	0
817532	9	9261	619.16	719.95	0
ARAI 817532	9	9261	619.157	719.95	0
817533	5	9261	619.16	719.95	0
ARAI 817533	5	9261	619.157	719.95	0
817534	9	9261	619.16	719.95	0
ARAI 817534	9	9261	619.157	719.95	0
817535	0	9261	619.16	719.95	0
ARAI 817535	0	9261	619.157	719.95	0
817510	4	9261	619.16	719.95	0
ARAI 817510	4	9261	619.157	719.95	0
817511	7	9261	619.16	719.95	0
ARAI 817511	7	9261	619.157	719.95	0
817512	9	9261	619.16	719.95	0
ARAI 817512	9	9261	619.157	719.95	0
817513	9	9261	619.16	719.95	0
ARAI 817513	9	9261	619.157	719.95	0
817514	8	9261	619.16	719.95	0
ARAI 817514	8	9261	619.157	719.95	0
817520	0	9261	619.16	719.95	0
ARAI 814520	0	9261	619.157	719.95	0
817521	5	9261	619.16	719.95	0
ARAI 817521	5	9261	619.157	719.95	0
817522	2	9261	619.16	719.95	0
ARAI 817522	2	9261	619.157	719.95	0
817523	9	9261	619.16	719.95	0
ARAI 817523	9	9261	619.157	719.95	0
817524	5	9261	619.16	719.95	0
ARAI 817524	5	9261	619.157	719.95	0
817490	0	9261	619.16	719.95	0
ARAI 817490	0	9261	619.157	719.95	0
817491	0	9261	619.16	719.95	0
ARAI 817491	0	9261	619.157	719.95	0
817492	1	9261	619.16	719.95	0
ARAI 817492	1	9261	619.157	719.95	0
817493	5	9261	619.16	719.95	0
ARAI 817493	5	9261	619.157	719.95	0
817494	2	9261	619.16	719.95	0
ARAI 817494	2	9261	619.157	719.95	0
817495	1	9261	619.16	719.95	0
ARAI 817495	1	9261	619.157	719.95	0
817500	0	9261	619.16	719.95	0
ARAI 817500	0	9261	619.157	719.95	0
817501	6	9261	619.16	719.95	0
ARAI 817501	6	9261	619.157	719.95	0
817502	9	9261	619.16	719.95	0
ARAI 817502	9	9261	619.157	719.95	0
817503	9	9261	619.16	719.95	0
ARAI 817503	9	9261	619.157	719.95	0
817504	0	9261	619.16	719.95	0
ARAI 817504	0	9261	619.157	719.95	0
817505	0	9261	619.16	719.95	0
ARAI 817505	0	9261	619.157	719.95	0
816240	0	9261	619.16	719.95	0
ARAI 816240	0	9261	619.157	719.95	0
816241	9	9261	619.16	719.95	0
ARAI 816241	9	9261	619.157	719.95	0
816242	9	9261	619.16	719.95	0
ARAI 816242	9	9261	619.157	719.95	0
816243	9	9261	619.16	719.95	0
ARAI 816243	9	9261	619.157	719.95	0
816244	9	9261	619.16	719.95	0
ARAI 816244	9	9261	619.157	719.95	0
816245	1	9261	619.16	719.95	0
ARAI 816245	1	9261	619.157	719.95	0
816250	3	9261	619.16	719.95	0
ARAI 816250	3	9261	619.157	719.95	0
816251	9	9261	619.16	719.95	0
ARAI 816251	9	9261	619.157	719.95	0
816252	9	9261	619.16	719.95	0
ARAI 816252	9	9261	619.157	719.95	0
816253	9	9261	619.16	719.95	0
ARAI 816253	9	9261	619.157	719.95	0
816254	8	9261	619.16	719.95	0
ARAI 816254	8	9261	619.157	719.95	0
816255	9	9261	619.16	719.95	0
ARAI 816255	9	9261	619.157	719.95	0
817100	1	9261	619.16	719.95	0
ARAI 685311121068	1	9261	619.157	719.95	0
817101	9	9261	619.16	719.95	0
ARAI 685311121077	9	9261	619.157	719.95	0
817102	0	9261	619.16	719.95	0
ARAI 685311121086	0	9261	619.157	719.95	0
817103	9	9261	619.16	719.95	0
ARAI 685311121095	9	9261	619.157	719.95	0
817104	6	9261	619.16	719.95	0
ARAI 685311121101	6	9261	619.157	719.95	0
817105	0	9261	619.16	719.95	0
ARAI 685311121110	0	9261	619.157	719.95	0
811970	2	9261	619.16	719.95	0
ARAI 105084719	2	9261	619.157	719.95	0
811971	2	9261	619.16	719.95	0
ARAI 105084724	2	9261	619.157	719.95	0
811972	9	9261	619.16	719.95	0
ARAI 105084725	9	9261	619.157	719.95	0
811973	3	9261	619.16	719.95	0
ARAI 105084726	3	9261	619.157	719.95	0
811974	3	9261	619.16	719.95	0
ARAI 105084727	3	9261	619.157	719.95	0
811975	0	9261	619.16	719.95	0
ARAI 105084728	0	9261	619.157	719.95	0
817930	6	9261	619.16	719.95	0
ARAI 817930	6	9261	619.157	719.95	0
817931	9	9261	619.16	719.95	0
ARAI 817931	9	9261	619.157	719.95	0
817932	9	9261	619.16	719.95	0
ARAI 817932	9	9261	619.157	719.95	0
817933	9	9261	619.16	719.95	0
ARAI 817933	9	9261	619.157	719.95	0
817934	4	9261	619.16	719.95	0
ARAI 817934	4	9261	619.157	719.95	0
817935	3	9261	619.16	719.95	0
ARAI 817935	3	9261	619.157	719.95	0
814099	0	9261	429.96	499.95	0
ARAI 2010	0	9261	429.957	499.95	0
814100	0	9261	429.96	499.95	0
ARAI 814100 2010	0	9261	429.957	499.95	0
814101	0	9261	429.96	499.95	0
ARAI 814101 2010	0	9261	429.957	499.95	0
814102	9	9261	429.96	499.95	0
ARAI 814102 2010	9	9261	429.957	499.95	0
814103	9	9261	429.96	499.95	0
ARAI 814103 2010	9	9261	429.957	499.95	0
814104	0	9261	429.96	499.95	0
ARAI 814104 2010	0	9261	429.957	499.95	0
814105	4	9261	429.96	499.95	0
ARAI 814105 2010	4	9261	429.957	499.95	0
814109	0	9261	429.96	499.95	0
ARAI 2010	0	9261	429.957	499.95	0
814110	8	9261	429.96	499.95	0
ARAI 814110 2010	8	9261	429.957	499.95	0
814111	9	9261	429.96	499.95	0
ARAI 814111 2010	9	9261	429.957	499.95	0
814112	9	9261	429.96	499.95	0
ARAI 814112 2010	9	9261	429.957	499.95	0
814113	9	9261	429.96	499.95	0
ARAI 814113 2010	9	9261	429.957	499.95	0
814114	5	9261	429.96	499.95	0
ARAI 814114 2010	5	9261	429.957	499.95	0
814115	6	9261	429.96	499.95	0
ARAI 814115 2010	6	9261	429.957	499.95	0
814119	1	9261	438.56	509.95	0
ARAI 2010	1	9261	438.557	509.95	0
814120	6	9261	438.56	509.95	0
ARAI 814120 2010	6	9261	438.557	509.95	0
814121	2	9261	438.56	509.95	0
ARAI 814121 2010	2	9261	438.557	509.95	0
814122	9	9261	438.56	509.95	0
ARAI 814122 2010	9	9261	438.557	509.95	0
814123	8	9261	438.56	509.95	0
ARAI 814123 2010	8	9261	438.557	509.95	0
814124	0	9261	438.56	509.95	0
ARAI 814124 2010	0	9261	438.557	509.95	0
814125	2	9261	438.56	509.95	0
ARAI 814125 2010	2	9261	438.557	509.95	0
814129	0	9261	438.56	509.95	0
ARAI 2010	0	9261	438.557	509.95	0
814130	1	9261	438.56	509.95	0
ARAI 814130 2010	1	9261	438.557	509.95	0
814131	7	9261	438.56	509.95	0
ARAI 814131 2010	7	9261	438.557	509.95	0
814132	4	9261	438.56	509.95	0
ARAI 814132 2010	4	9261	438.557	509.95	0
814133	9	9261	438.56	509.95	0
ARAI 814133 2010	9	9261	438.557	509.95	0
814134	1	9261	438.56	509.95	0
ARAI 814134 2010	1	9261	438.557	509.95	0
814135	9	9261	438.56	509.95	0
ARAI 814135 2010	9	9261	438.557	509.95	0
814139	2	9261	438.56	509.95	0
ARAI 2010	2	9261	438.557	509.95	0
814140	6	9261	438.56	509.95	0
ARAI 814140 2010	6	9261	438.557	509.95	0
814141	0	9261	438.56	509.95	0
ARAI 814141 2010	0	9261	438.557	509.95	0
814142	0	9261	438.56	509.95	0
ARAI 814142 2010	0	9261	438.557	509.95	0
814143	0	9261	438.56	509.95	0
ARAI 814143 2010	0	9261	438.557	509.95	0
814144	3	9261	438.56	509.95	0
ARAI 814144 2010	3	9261	438.557	509.95	0
814145	4	9261	438.56	509.95	0
ARAI 814145 2010	4	9261	438.557	509.95	0
814149	0	9261	438.56	509.95	0
ARAI 2010	0	9261	438.557	509.95	0
814150	0	9261	438.56	509.95	0
ARAI 814150 2010	0	9261	438.557	509.95	0
814151	6	9261	438.56	509.95	0
ARAI 814151 2010	6	9261	438.557	509.95	0
814152	6	9261	438.56	509.95	0
ARAI 814152 2010	6	9261	438.557	509.95	0
814153	9	9261	438.56	509.95	0
ARAI 814153 2010	9	9261	438.557	509.95	0
814154	7	9261	438.56	509.95	0
ARAI 814154 2010	7	9261	438.557	509.95	0
814155	4	9261	438.56	509.95	0
ARAI 814155 2010	4	9261	438.557	509.95	0
814159	0	9261	438.56	509.95	0
ARAI 2010	0	9261	438.557	509.95	0
814160	1	9261	438.56	509.95	0
ARAI 814160 2010	1	9261	438.557	509.95	0
814161	2	9261	438.56	509.95	0
ARAI 814161 2010	2	9261	438.557	509.95	0
814162	8	9261	438.56	509.95	0
ARAI 814162 2010	8	9261	438.557	509.95	0
814163	1	9261	438.56	509.95	0
ARAI 814163 2010	1	9261	438.557	509.95	0
814164	9	9261	438.56	509.95	0
ARAI 814164 2010	9	9261	438.557	509.95	0
814165	1	9261	438.56	509.95	0
ARAI 814165 2010	1	9261	438.557	509.95	0
814169	0	9261	438.56	509.95	0
ARAI 2010	0	9261	438.557	509.95	0
814170	7	9261	438.56	509.95	0
ARAI 814170 2010	7	9261	438.557	509.95	0
814171	4	9261	438.56	509.95	0
ARAI 814171 2010	4	9261	438.557	509.95	0
814172	6	9261	438.56	509.95	0
ARAI 814172 2010	6	9261	438.557	509.95	0
814173	6	9261	438.56	509.95	0
ARAI 814173 2010	6	9261	438.557	509.95	0
814174	9	9261	438.56	509.95	0
ARAI 814174 2010	9	9261	438.557	509.95	0
814175	0	9261	438.56	509.95	0
ARAI 814175 2010	0	9261	438.557	509.95	0
814179	2	9261	455.76	529.95	0
ARAI 2010	2	9261	455.757	529.95	0
814180	0	9261	455.76	529.95	0
ARAI 814180 2010	0	9261	455.757	529.95	0
814181	7	9261	455.76	529.95	0
ARAI 814181 2010	7	9261	455.757	529.95	0
814182	8	9261	455.76	529.95	0
ARAI 814182 2010	8	9261	455.757	529.95	0
814183	9	9261	455.76	529.95	0
ARAI 814183 2010	9	9261	455.757	529.95	0
814184	4	9261	455.76	529.95	0
ARAI 814184 2010	4	9261	455.757	529.95	0
814185	1	9261	455.76	529.95	0
ARAI 814185 2010	1	9261	455.757	529.95	0
814260	0	9261	438.56	509.95	0
ARAI 814260 2010	0	9261	438.557	509.95	0
814261	4	9261	438.56	509.95	0
ARAI 814261 2010	4	9261	438.557	509.95	0
814262	0	9261	438.56	509.95	0
ARAI 814262 2010	0	9261	438.557	509.95	0
814263	7	9261	438.56	509.95	0
ARAI 814263 2010	7	9261	438.557	509.95	0
814264	3	9261	438.56	509.95	0
ARAI 814264 2010	3	9261	438.557	509.95	0
814265	4	9261	438.56	509.95	0
ARAI 814265 2010	4	9261	438.557	509.95	0
814280	5	9261	550.36	639.95	0
ARAI 814280	5	9261	550.357	639.95	0
814281	2	9261	550.36	639.95	0
ARAI 814281	2	9261	550.357	639.95	0
814282	9	9261	550.36	639.95	0
ARAI 814282	9	9261	550.357	639.95	0
814283	9	9261	550.36	639.95	0
ARAI 814283	9	9261	550.357	639.95	0
814284	9	9261	550.36	639.95	0
ARAI 814284	9	9261	550.357	639.95	0
814285	1	9261	550.36	639.95	0
